Date,Close
1/4/2010 16:00,32.07
1/5/2010 16:00,31.99
1/6/2010 16:00,31.82
1/7/2010 16:00,31.83
1/8/2010 16:00,31.88
1/11/2010 16:00,31.36
1/12/2010 16:00,30.82
1/13/2010 16:00,31.29
1/14/2010 16:00,31.02
1/15/2010 16:00,30.6
1/19/2010 16:00,31.01
1/20/2010 16:00,31.19
1/21/2010 16:00,30.61
1/22/2010 16:00,29.98
1/25/2010 16:00,29.92
1/26/2010 16:00,29.66
1/27/2010 16:00,29.32
1/28/2010 16:00,29.35
1/29/2010 16:00,29.55
2/1/2010 16:00,29.52
2/2/2010 16:00,29.98
2/3/2010 16:00,30.75
2/4/2010 16:00,29.67
2/5/2010 16:00,29.54
2/8/2010 16:00,29.48
2/9/2010 16:00,29.84
2/10/2010 16:00,30.03
2/11/2010 16:00,30.16
2/12/2010 16:00,30.07
2/16/2010 16:00,30.47
2/17/2010 16:00,30.86
2/18/2010 16:00,31.02
2/19/2010 16:00,31.23
2/22/2010 16:00,31.12
2/23/2010 16:00,30.92
2/24/2010 16:00,31.39
2/25/2010 16:00,31.36
2/26/2010 16:00,31.24
3/1/2010 16:00,31.54
3/2/2010 16:00,31.88
3/3/2010 16:00,31.64
3/4/2010 16:00,32.57
3/5/2010 16:00,33.22
3/8/2010 16:00,33.19
3/9/2010 16:00,33.31
3/10/2010 16:00,33.33
3/11/2010 16:00,33.81
3/12/2010 16:00,33.69
3/15/2010 16:00,33.72
3/16/2010 16:00,33.75
3/17/2010 16:00,33.75
3/18/2010 16:00,33.78
3/19/2010 16:00,33.64
3/22/2010 16:00,33.95
3/23/2010 16:00,34.01
3/24/2010 16:00,34.39
3/25/2010 16:00,35.09
3/26/2010 16:00,35.31
3/29/2010 16:00,35.16
3/30/2010 16:00,35.1
3/31/2010 16:00,34.91
4/1/2010 16:00,35.55
4/5/2010 16:00,35.22
4/6/2010 16:00,35.47
4/7/2010 16:00,35.32
4/8/2010 16:00,35.67
4/9/2010 16:00,36.22
4/12/2010 16:00,35.89
4/13/2010 16:00,35.84
4/14/2010 16:00,36.2
4/15/2010 16:00,36.4
4/16/2010 16:00,35.83
4/19/2010 16:00,36.17
4/20/2010 16:00,36.54
4/21/2010 16:00,36.56
4/22/2010 16:00,36.78
4/23/2010 16:00,36.79
4/26/2010 16:00,37.04
4/27/2010 16:00,36.32
4/28/2010 16:00,36.29
4/29/2010 16:00,37.22
4/30/2010 16:00,36.84
5/3/2010 16:00,37.56
5/4/2010 16:00,36.59
5/5/2010 16:00,35.34
5/6/2010 16:00,34.01
5/7/2010 16:00,33.41
5/10/2010 16:00,35.29
5/11/2010 16:00,35.76
5/12/2010 16:00,35.13
5/13/2010 16:00,34.75
5/14/2010 16:00,34.06
5/17/2010 16:00,34.2
5/18/2010 16:00,33.73
5/19/2010 16:00,33.39
5/20/2010 16:00,31.99
5/21/2010 16:00,32.87
5/24/2010 16:00,32.48
5/25/2010 16:00,32.32
5/26/2010 16:00,33.07
5/27/2010 16:00,34.37
5/28/2010 16:00,33.42
6/1/2010 16:00,33.33
6/2/2010 16:00,34.74
6/3/2010 16:00,34.71
6/4/2010 16:00,33.69
6/7/2010 16:00,33.04
6/8/2010 16:00,33.15
6/9/2010 16:00,32.94
6/10/2010 16:00,34.11
6/11/2010 16:00,34.24
6/14/2010 16:00,33.93
6/15/2010 16:00,34.99
6/16/2010 16:00,34.79
6/17/2010 16:00,35.07
6/18/2010 16:00,35.15
6/21/2010 16:00,35.06
6/22/2010 16:00,34.35
6/23/2010 16:00,34.34
6/24/2010 16:00,33.6
6/25/2010 16:00,33.48
6/28/2010 16:00,33.22
6/29/2010 16:00,32.3
6/30/2010 16:00,31.5
7/1/2010 16:00,31.49
7/2/2010 16:00,31.38
7/6/2010 16:00,31.72
7/7/2010 16:00,33.14
7/8/2010 16:00,33.34
7/9/2010 16:00,33.75
7/12/2010 16:00,33.77
7/13/2010 16:00,34.45
7/14/2010 16:00,34.24
7/15/2010 16:00,34.05
7/16/2010 16:00,33.03
7/19/2010 16:00,33.31
7/20/2010 16:00,33.4
7/21/2010 16:00,32.81
7/22/2010 16:00,33.59
7/23/2010 16:00,34.13
7/26/2010 16:00,34.4
7/27/2010 16:00,34.28
7/28/2010 16:00,34.04
7/29/2010 16:00,33.71
7/30/2010 16:00,33.69
8/2/2010 16:00,34.48
8/3/2010 16:00,34.21
8/4/2010 16:00,34.83
8/5/2010 16:00,34.98
8/6/2010 16:00,35
8/9/2010 16:00,35.16
8/10/2010 16:00,35.29
8/11/2010 16:00,34.22
8/12/2010 16:00,33.99
8/13/2010 16:00,33.68
8/16/2010 16:00,33.66
8/17/2010 16:00,33.76
8/18/2010 16:00,33.91
8/19/2010 16:00,33.19
8/20/2010 16:00,33.05
8/23/2010 16:00,32.93
8/24/2010 16:00,32.14
8/25/2010 16:00,32.11
8/26/2010 16:00,31.94
8/27/2010 16:00,32.78
8/30/2010 16:00,32.35
8/31/2010 16:00,32.54
9/1/2010 16:00,33.51
9/2/2010 16:00,33.91
9/3/2010 16:00,34.67
9/7/2010 16:00,33.84
9/8/2010 16:00,33.84
9/9/2010 16:00,34.08
9/10/2010 16:00,34.15
9/13/2010 16:00,34.27
9/14/2010 16:00,34.05
9/15/2010 16:00,34.21
9/16/2010 16:00,34.17
9/17/2010 16:00,34.56
9/20/2010 16:00,34.9
9/21/2010 16:00,34.5
9/22/2010 16:00,33.99
9/23/2010 16:00,33.12
9/24/2010 16:00,33.58
9/27/2010 16:00,33.29
9/28/2010 16:00,33.22
9/29/2010 16:00,33.01
9/30/2010 16:00,33.1
10/1/2010 16:00,33.34
10/4/2010 16:00,33.14
10/5/2010 16:00,33.83
10/6/2010 16:00,33.55
10/7/2010 16:00,33.91
10/8/2010 16:00,34.51
10/11/2010 16:00,34.57
10/12/2010 16:00,34.48
10/13/2010 16:00,34.91
10/14/2010 16:00,34.85
10/15/2010 16:00,34.88
10/18/2010 16:00,34.75
10/19/2010 16:00,34.24
10/20/2010 16:00,34.62
10/21/2010 16:00,34.68
10/22/2010 16:00,34.97
10/25/2010 16:00,35.46
10/26/2010 16:00,35.96
10/27/2010 16:00,35.92
10/28/2010 16:00,36.51
10/29/2010 16:00,36.13
11/1/2010 16:00,36.03
11/2/2010 16:00,36.11
11/3/2010 16:00,36.29
11/4/2010 16:00,37.03
11/5/2010 16:00,37.2
11/8/2010 16:00,37.06
11/9/2010 16:00,36.86
11/10/2010 16:00,36.99
11/11/2010 16:00,35.93
11/12/2010 16:00,37.75
11/15/2010 16:00,37.25
11/16/2010 16:00,36.92
11/17/2010 16:00,37.22
11/18/2010 16:00,37.58
11/19/2010 16:00,37.01
11/22/2010 16:00,36.95
11/23/2010 16:00,36.12
11/24/2010 16:00,36.87
11/26/2010 16:00,36.7
11/29/2010 16:00,36.42
11/30/2010 16:00,36.51
12/1/2010 16:00,37.12
12/2/2010 16:00,37.34
12/3/2010 16:00,37.59
12/6/2010 16:00,37.56
12/7/2010 16:00,37.33
12/8/2010 16:00,36.97
12/9/2010 16:00,36.74
12/10/2010 16:00,36.66
12/13/2010 16:00,37.13
12/14/2010 16:00,37.24
12/15/2010 16:00,36.95
12/16/2010 16:00,37.01
12/17/2010 16:00,37.05
12/20/2010 16:00,37.06
12/21/2010 16:00,37.33
12/22/2010 16:00,37.95
12/23/2010 16:00,37.7
12/27/2010 16:00,37.48
12/28/2010 16:00,37.36
12/29/2010 16:00,37.6
12/30/2010 16:00,37.48
12/31/2010 16:00,37.51
1/3/2011 16:00,37.82
1/4/2011 16:00,38.99
1/5/2011 16:00,39.96
1/6/2011 16:00,39.65
1/7/2011 16:00,39.45
1/10/2011 16:00,39.5
1/11/2011 16:00,39.4
1/12/2011 16:00,39.17
1/13/2011 16:00,39.26
1/14/2011 16:00,39.29
1/18/2011 16:00,39.39
1/19/2011 16:00,39.09
1/20/2011 16:00,39.17
1/21/2011 16:00,39.74
1/24/2011 16:00,39.94
1/25/2011 16:00,39.86
1/26/2011 16:00,39.44
1/27/2011 16:00,39.46
1/28/2011 16:00,38.85
1/31/2011 16:00,38.87
2/1/2011 16:00,39.88
2/2/2011 16:00,40.49
2/3/2011 16:00,40.5
2/4/2011 16:00,40.71
2/7/2011 16:00,40.94
2/8/2011 16:00,41.18
2/9/2011 16:00,43.36
2/10/2011 16:00,43.31
2/11/2011 16:00,43.41
2/14/2011 16:00,43.24
2/15/2011 16:00,43.09
2/16/2011 16:00,43.7
2/17/2011 16:00,43.7
2/18/2011 16:00,43.56
2/22/2011 16:00,42.65
2/23/2011 16:00,42.13
2/24/2011 16:00,42.42
2/25/2011 16:00,42.95
2/28/2011 16:00,43.74
3/1/2011 16:00,42.99
3/2/2011 16:00,43.29
3/3/2011 16:00,44.07
3/4/2011 16:00,43.55
3/7/2011 16:00,43.02
3/8/2011 16:00,43.2
3/9/2011 16:00,43.12
3/10/2011 16:00,42.47
3/11/2011 16:00,42.93
3/14/2011 16:00,42.24
3/15/2011 16:00,41.62
3/16/2011 16:00,40.6
3/17/2011 16:00,40.76
3/18/2011 16:00,41.23
3/21/2011 16:00,41.82
3/22/2011 16:00,41.44
3/23/2011 16:00,42.24
3/24/2011 16:00,42.86
3/25/2011 16:00,42.97
3/28/2011 16:00,42.52
3/29/2011 16:00,42.94
3/30/2011 16:00,43.35
3/31/2011 16:00,43.09
4/1/2011 16:00,42.85
4/4/2011 16:00,42.63
4/5/2011 16:00,42.43
4/6/2011 16:00,42.27
4/7/2011 16:00,42.04
4/8/2011 16:00,41.76
4/11/2011 16:00,41.89
4/12/2011 16:00,41.63
4/13/2011 16:00,41.7
4/14/2011 16:00,41.02
4/15/2011 16:00,41.52
4/18/2011 16:00,41.2
4/19/2011 16:00,41.35
4/20/2011 16:00,42.04
4/21/2011 16:00,42.27
4/25/2011 16:00,41.93
4/26/2011 16:00,42.33
4/27/2011 16:00,42.58
4/28/2011 16:00,43.02
4/29/2011 16:00,43.1
5/2/2011 16:00,43.27
5/3/2011 16:00,43.07
5/4/2011 16:00,42.62
5/5/2011 16:00,42.69
5/6/2011 16:00,43.06
5/9/2011 16:00,43.1
5/10/2011 16:00,43.91
5/11/2011 16:00,41.52
5/12/2011 16:00,41.58
5/13/2011 16:00,41.52
5/16/2011 16:00,40.93
5/17/2011 16:00,41.01
5/18/2011 16:00,41.42
5/19/2011 16:00,41.38
5/20/2011 16:00,41.5
5/23/2011 16:00,41.16
5/24/2011 16:00,41.09
5/25/2011 16:00,41.13
5/26/2011 16:00,40.99
5/27/2011 16:00,41.52
5/31/2011 16:00,41.63
6/1/2011 16:00,40.4
6/2/2011 16:00,40.06
6/3/2011 16:00,39.38
6/6/2011 16:00,39.4
6/7/2011 16:00,39.35
6/8/2011 16:00,39.23
6/9/2011 16:00,39.37
6/10/2011 16:00,38.5
6/13/2011 16:00,38.37
6/14/2011 16:00,38.59
6/15/2011 16:00,38.39
6/16/2011 16:00,38.01
6/17/2011 16:00,38.04
6/20/2011 16:00,38.23
6/21/2011 16:00,38.78
